HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,TOTAL,,"1,393","$790,564","$626,650"
35459,80'S,,55,"$3,610","$2,888"
,OTHER,,623,"$267,017","$211,570"
,TOTAL,,678,"$270,627","$214,458"
35460,80'S,,2,$89,$71
,OTHER,,"3,868","$912,253","$723,934"
,TOTAL,,"3,870","$912,341","$724,005"
35470,OTHER,,"4,782","$2,598,667","$2,071,387"
,TOTAL,,"4,782","$2,598,667","$2,071,387"
35471,80'S,,2,$245,$196
,OTHER,,"15,555","$10,180,446","$8,109,860"
,TOTAL,,"15,557","$10,180,692","$8,110,056"
35472,80'S,,4,$171,$137
,OTHER,,821,"$211,722","$168,576"
,TOTAL,,825,"$211,894","$168,714"
35473,80'S,,21,$895,$716
,OTHER,,"19,969","$5,763,068","$4,586,097"
,TOTAL,,"19,990","$5,763,963","$4,586,814"
35474,80'S,,21,"$1,599","$1,279"
,OTHER,,"23,401","$10,314,512","$8,204,186"
,TOTAL,,"23,422","$10,316,110","$8,205,465"
35475,80'S,,1,$112,$89
,OTHER,,"9,806","$5,751,904","$4,572,195"
,TOTAL,,"9,807","$5,752,016","$4,572,285"
35476,OTHER,,"78,193","$22,248,987","$17,667,444"
,TOTAL,,"78,193","$22,248,987","$17,667,444"
35480,80'S,,6,$541,$433
,OTHER,,17,"$10,878","$8,339"
,TOTAL,,23,"$11,419","$8,772"
35481,80'S,,2,$77,$62
,OTHER,,16,"$4,781","$3,825"
,TOTAL,,18,"$4,858","$3,887"
35482,80'S,,14,$613,$490
,OTHER,,66,"$22,967","$18,294"
,TOTAL,,80,"$23,580","$18,784"
35483,80'S,,25,"$1,654","$1,324"
,OTHER,,112,"$46,524","$36,769"
,TOTAL,,137,"$48,178","$38,092"
35484,80'S,,6,$632,$506
,OTHER,,42,"$27,210","$21,768"
,TOTAL,,48,"$27,842","$22,274"
35485,80'S,,2,$90,$72
,OTHER,,26,"$10,733","$8,587"
,TOTAL,,28,"$10,823","$8,659"
35490,80'S,,2,$209,$167
,OTHER,,69,"$48,488","$38,420"
,TOTAL,,71,"$48,696","$38,587"
35491,80'S,,2,$77,$62
,OTHER,,28,"$9,196","$7,357"
,TOTAL,,30,"$9,273","$7,419"
35492,80'S,,3,$231,$185
,OTHER,,106,"$34,940","$27,952"
,TOTAL,,109,"$35,171","$28,137"
35493,OTHER,,427,"$220,132","$174,585"
,TOTAL,,427,"$220,132","$174,585"
35494,OTHER,,156,"$99,698","$78,621"
,TOTAL,,156,"$99,698","$78,621"
35495,OTHER,,171,"$62,396","$49,651"
,TOTAL,,171,"$62,396","$49,651"
35500,80'S,,211,"$11,758","$9,267"
,OTHER,,"1,254","$402,196","$320,969"
,TOTAL,,"1,465","$413,954","$330,236"
35501,80'S,,58,"$12,529","$9,870"
,OTHER,,205,"$245,339","$194,345"
,TOTAL,,263,"$257,868","$204,215"
35506,80'S,,63,"$13,192","$10,553"
,OTHER,,171,"$199,619","$157,533"
,TOTAL,,234,"$212,811","$168,087"
35507,80'S,,16,"$3,305","$2,465"
,OTHER,,64,"$76,828","$61,462"
,TOTAL,,80,"$80,133","$63,927"
35508,80'S,,6,"$1,054",$843
,OTHER,,28,"$32,019","$25,539"
,TOTAL,,34,"$33,073","$26,383"
35509,80'S,,18,"$3,515","$2,812"
,OTHER,,114,"$126,416","$100,875"
,TOTAL,,132,"$129,931","$103,688"
35511,80'S,,7,"$1,183",$946
,OTHER,,26,"$25,263","$20,211"
,TOTAL,,33,"$26,446","$21,157"
35515,80'S,,4,$693,$554
,OTHER,,12,"$11,790","$9,432"
,TOTAL,,16,"$12,483","$9,986"
35516,80'S,,25,"$4,486","$3,589"
,OTHER,,447,"$95,111","$76,009"
,TOTAL,,472,"$99,597","$79,598"
35518,80'S,,21,"$3,417","$2,733"
,OTHER,,129,"$124,749","$99,729"
,TOTAL,,150,"$128,166","$102,463"
35521,80'S,,44,"$8,176","$6,541"
,OTHER,,110,"$116,823","$93,307"
,TOTAL,,154,"$124,999","$99,848"
35526,80'S,,3,$425,$340
,OTHER,,20,"$16,954","$13,443"
,TOTAL,,23,"$17,378","$13,783"
35531,80'S,,80,"$16,817","$13,454"
,OTHER,,254,"$320,153","$256,085"
,TOTAL,,334,"$336,971","$269,539"
35533,80'S,,35,"$7,339","$5,871"
,OTHER,,122,"$147,898","$117,341"
,TOTAL,,157,"$155,238","$123,212"
35536,80'S,,18,"$4,115","$3,292"
,OTHER,,57,"$80,176","$64,141"
,TOTAL,,75,"$84,291","$67,433"
35541,80'S,,50,"$11,734","$9,387"
,OTHER,,109,"$135,347","$107,277"
,TOTAL,,159,"$147,081","$116,664"
35546,80'S,,180,"$44,642","$35,614"
,OTHER,,526,"$749,258","$596,432"
,TOTAL,,706,"$793,899","$632,047"
35548,80'S,,11,"$2,095","$1,676"
,OTHER,,19,"$19,596","$15,677"
,TOTAL,,30,"$21,691","$17,353"
35549,80'S,,19,"$4,805","$3,823"
,OTHER,,39,"$59,274","$47,286"
,TOTAL,,58,"$64,079","$51,109"
35551,80'S,,12,"$3,180","$2,544"
,OTHER,,45,"$70,031","$55,256"
,TOTAL,,57,"$73,211","$57,799"
35556,80'S,,"2,381","$543,263","$431,612"
,OTHER,,"8,617","$11,474,005","$9,121,426"
,TOTAL,,"10,998","$12,017,267","$9,553,039"
35558,80'S,,221,"$31,134","$24,646"
,OTHER,,747,"$595,124","$472,300"
,TOTAL,,968,"$626,258","$496,946"
35560,80'S,,104,"$19,008","$15,169"
,OTHER,,281,"$303,050","$241,418"
,TOTAL,,385,"$322,058","$256,587"
35563,80'S,,15,"$1,734","$1,387"
,OTHER,,26,"$18,209","$14,567"
,TOTAL,,41,"$19,942","$15,954"
35565,80'S,,97,"$14,615","$11,669"
,OTHER,,347,"$299,538","$237,394"
,TOTAL,,444,"$314,153","$249,063"
35566,80'S,,"2,487","$713,595","$568,014"
,OTHER,,"9,901","$15,392,135","$12,243,053"
,TOTAL,,"12,388","$16,105,730","$12,811,067"
35571,80'S,,"1,006","$216,027","$171,671"
,OTHER,,"4,528","$5,648,640","$4,498,281"
,TOTAL,,"5,534","$5,864,667","$4,669,952"
35582,80'S,,25,"$6,893","$5,514"
,OTHER,,90,"$148,122","$118,418"
,TOTAL,,115,"$155,015","$123,932"
35583,80'S,,"1,061","$250,641","$198,953"
,OTHER,,"4,109","$5,679,519","$4,514,901"
,TOTAL,,"5,170","$5,930,160","$4,713,853"
35585,80'S,,"1,781","$530,670","$422,491"
,OTHER,,"6,898","$12,102,968","$9,629,222"
,TOTAL,,"8,679","$12,633,638","$10,051,713"
35587,80'S,,218,"$48,534","$38,721"
,OTHER,,912,"$1,171,961","$934,922"
,TOTAL,,"1,130","$1,220,494","$973,643"
35601,80'S,,151,"$29,490","$23,592"
,OTHER,,420,"$502,125","$399,377"
,TOTAL,,571,"$531,616","$422,969"
35606,80'S,,277,"$55,049","$43,297"
,OTHER,,940,"$1,059,723","$838,139"
,TOTAL,,"1,217","$1,114,772","$881,435"
35612,80'S,,19,"$2,955","$2,364"
,OTHER,,112,"$114,947","$91,617"
,TOTAL,,131,"$117,902","$93,981"
35616,80'S,,29,"$5,144","$4,099"
,OTHER,,131,"$143,282","$114,507"
,TOTAL,,160,"$148,427","$118,606"
35621,80'S,,345,"$49,162","$39,096"
,OTHER,,"1,163","$982,089","$781,568"
,TOTAL,,"1,508","$1,031,252","$820,664"
35623,80'S,,18,"$2,285","$1,748"
,OTHER,,91,"$74,277","$59,262"
,TOTAL,,109,"$76,563","$61,010"
35626,80'S,,42,"$9,515","$7,407"
,OTHER,,139,"$153,961","$121,799"
,TOTAL,,181,"$163,475","$129,206"
35631,80'S,,425,"$67,310","$53,663"
,OTHER,,"1,280","$1,318,728","$1,049,763"
,TOTAL,,"1,705","$1,386,039","$1,103,426"
35636,80'S,,7,"$1,179",$943
,OTHER,,24,"$24,370","$19,349"
,TOTAL,,31,"$25,548","$20,292"
35641,80'S,,549,"$116,885","$93,113"
,OTHER,,"1,498","$1,856,132","$1,479,126"
,TOTAL,,"2,047","$1,973,017","$1,572,239"
35642,80'S,,3,$318,$254
,OTHER,,9,"$4,289","$3,385"
,TOTAL,,12,"$4,607","$3,639"
35645,80'S,,5,$744,$595
,OTHER,,19,"$8,041","$6,331"
,TOTAL,,24,"$8,785","$6,926"
35646,80'S,,"2,270","$592,505","$470,112"
,OTHER,,"5,725","$8,852,517","$7,016,082"
,TOTAL,,"7,995","$9,445,022","$7,486,194"
35650,80'S,,50,"$7,864","$6,211"
,OTHER,,195,"$182,715","$145,553"
,TOTAL,,245,"$190,579","$151,764"
35651,80'S,,54,"$13,939","$11,151"
,OTHER,,170,"$214,290","$170,591"
,TOTAL,,224,"$228,229","$181,742"
35654,80'S,,462,"$93,762","$74,756"
,OTHER,,"1,451","$1,744,379","$1,385,095"
,TOTAL,,"1,913","$1,838,141","$1,459,852"
35656,80'S,,"5,579","$1,135,873","$902,769"
,OTHER,,"20,458","$24,146,447","$19,189,711"
,TOTAL,,"26,037","$25,282,320","$20,092,480"
35661,80'S,,"1,476","$187,414","$147,976"
,OTHER,,"5,464","$4,102,349","$3,259,360"
,TOTAL,,"6,940","$4,289,763","$3,407,337"
35663,80'S,,37,"$4,967","$3,851"
,OTHER,,138,"$91,839","$71,744"
,TOTAL,,175,"$96,806","$75,595"
35665,80'S,,583,"$85,241","$67,767"
,OTHER,,"2,346","$2,036,404","$1,619,843"
,TOTAL,,"2,929","$2,121,645","$1,687,610"
35666,80'S,,817,"$181,655","$144,689"
,OTHER,,"3,095","$4,033,683","$3,208,230"
,TOTAL,,"3,912","$4,215,338","$3,352,919"
35671,80'S,,96,"$14,994","$11,995"
,OTHER,,474,"$447,398","$356,806"
,TOTAL,,570,"$462,392","$368,801"
35681,80'S,,554,"$25,546","$20,385"
,OTHER,,"2,394","$658,345","$525,315"
,TOTAL,,"2,948","$683,891","$545,700"
35682,80'S,,100,"$8,229","$6,583"
,OTHER,,"1,413","$719,997","$571,201"
,TOTAL,,"1,513","$728,226","$577,785"
35683,80'S,,14,"$1,278","$1,023"
,OTHER,,165,"$92,541","$73,909"
,TOTAL,,179,"$93,820","$74,932"
35691,80'S,,27,"$4,826","$3,817"
,OTHER,,87,"$95,284","$76,168"
,TOTAL,,114,"$100,109","$79,985"
35693,80'S,,3,$399,$199
,OTHER,,15,"$9,127","$7,302"
,TOTAL,,18,"$9,527","$7,501"
35694,80'S,,20,"$2,933","$2,347"
,OTHER,,92,"$85,517","$67,831"
,TOTAL,,112,"$88,450","$70,178"
35695,80'S,,14,"$2,054","$1,628"
,OTHER,,48,"$42,349","$33,880"
,TOTAL,,62,"$44,403","$35,507"
35700,80'S,,751,"$26,153","$20,770"
,OTHER,,"4,066","$829,555","$659,875"
,TOTAL,,"4,817","$855,707","$680,645"
35701,80'S,,79,"$4,481","$3,497"
,OTHER,,513,"$161,250","$128,240"
,TOTAL,,592,"$165,731","$131,737"
35721,80'S,,151,"$8,305","$6,639"
,OTHER,,"1,229","$413,148","$328,591"
,TOTAL,,"1,380","$421,453","$335,230"
35741,80'S,,72,"$3,365","$2,637"
,OTHER,,498,"$136,262","$108,634"
,TOTAL,,570,"$139,626","$111,271"
35761,80'S,,268,"$13,200","$10,506"
,OTHER,,"2,863","$872,065","$692,818"
,TOTAL,,"3,131","$885,265","$703,324"
35800,80'S,,143,"$8,808","$7,043"
,OTHER,,"1,869","$681,566","$541,575"
,TOTAL,,"2,012","$690,374","$548,617"
35820,80'S,,788,"$85,043","$67,614"
,OTHER,,"9,067","$5,121,362","$4,077,821"
,TOTAL,,"9,855","$5,206,404","$4,145,435"
35840,80'S,,142,"$12,477","$9,846"
,OTHER,,"1,128","$571,700","$453,907"
,TOTAL,,"1,270","$584,177","$463,753"
35860,80'S,,193,"$10,185","$8,047"
,OTHER,,"3,522","$1,165,510","$924,640"
,TOTAL,,"3,715","$1,175,695","$932,687"
35870,80'S,,19,"$2,930","$2,187"
,OTHER,,105,"$119,272","$94,814"
,TOTAL,,124,"$122,202","$97,001"
35875,80'S,,44,"$3,257","$2,476"
,OTHER,,"7,489","$4,384,791","$3,486,024"
,TOTAL,,"7,533","$4,388,047","$3,488,500"
35876,80'S,,449,"$63,940","$50,777"
,OTHER,,"3,735","$3,322,249","$2,638,592"
,TOTAL,,"4,184","$3,386,189","$2,689,369"
35879,80'S,,209,"$28,021","$22,417"
,OTHER,,"1,263","$1,031,178","$822,309"
,TOTAL,,"1,472","$1,059,200","$844,726"
35881,80'S,,122,"$18,548","$14,614"
,OTHER,,779,"$724,359","$575,681"
,TOTAL,,901,"$742,906","$590,295"
35901,80'S,,21,"$1,346","$1,077"
,OTHER,,191,"$85,429","$68,343"
,TOTAL,,212,"$86,775","$69,420"
35903,80'S,,516,"$41,553","$33,182"
,OTHER,,"10,086","$5,636,466","$4,481,275"
,TOTAL,,"10,602","$5,678,019","$4,514,457"
35905,80'S,,8,"$1,207",$966
,OTHER,,85,"$81,639","$65,291"
,TOTAL,,93,"$82,847","$66,257"
35907,80'S,,105,"$13,483","$10,659"
,OTHER,,441,"$372,640","$292,133"
,TOTAL,,546,"$386,124","$302,792"
36000,80'S,,2,$3,$3
,OTHER,,"109,453","$1,765,962","$1,373,292"
,TOTAL,,"109,455","$1,765,965","$1,373,295"
36005,80'S,,2,$13,$10
,OTHER,,"67,392","$3,499,391","$2,770,489"
,TOTAL,,"67,394","$3,499,403","$2,770,499"
36010,80'S,,9,$211,$169
,OTHER,,"64,211","$7,632,735","$6,065,323"
,TOTAL,,"64,220","$7,632,947","$6,065,492"
36011,80'S,,2,$44,$36
,OTHER,,"13,662","$1,861,105","$1,476,752"
,TOTAL,,"13,664","$1,861,149","$1,476,788"
36012,OTHER,,"4,786","$654,731","$518,745"
,TOTAL,,"4,786","$654,731","$518,745"
36013,OTHER,,"6,675","$248,286","$197,330"
,TOTAL,,"6,675","$248,286","$197,330"
36014,OTHER,,"9,937","$1,466,421","$1,166,827"
,TOTAL,,"9,937","$1,466,421","$1,166,827"
36015,OTHER,,"1,895","$322,917","$256,393"
,TOTAL,,"1,895","$322,917","$256,393"
36100,80'S,,1,$17,$14
,OTHER,,"2,235","$374,633","$298,152"
,TOTAL,,"2,236","$374,650","$298,165"
36120,OTHER,,"3,717","$380,219","$301,774"
,TOTAL,,"3,717","$380,219","$301,774"
36140,80'S,,4,$41,$33
,OTHER,,"36,112","$2,892,942","$2,296,387"
,TOTAL,,"36,116","$2,892,983","$2,296,420"
36145,80'S,,2,$45,$36
,OTHER,,"116,529","$9,800,574","$7,760,044"
,TOTAL,,"116,531","$9,800,619","$7,760,080"
36160,OTHER,,687,"$100,031","$79,301"
,TOTAL,,687,"$100,031","$79,301"
36200,80'S,,6,$228,$182
,OTHER,,"126,084","$20,277,507","$16,082,129"
,TOTAL,,"126,090","$20,277,735","$16,082,312"
36215,80'S,,1,$6,$5
,OTHER,,"94,057","$13,953,239","$11,098,830"
,TOTAL,,"94,058","$13,953,245","$11,098,834"
36216,OTHER,,"107,567","$26,942,249","$21,420,575"
,TOTAL,,"107,567","$26,942,249","$21,420,575"
36217,OTHER,,"23,547","$7,464,914","$5,926,811"
,TOTAL,,"23,547","$7,464,914","$5,926,811"
36218,OTHER,,"20,997","$1,186,771","$943,264"
,TOTAL,,"20,997","$1,186,771","$943,264"
36245,80'S,,8,$197,$157
,OTHER,,"123,453","$26,633,162","$21,179,670"
,TOTAL,,"123,461","$26,633,358","$21,179,827"
36246,80'S,,2,$101,$81
,OTHER,,"45,880","$11,343,289","$9,012,712"
,TOTAL,,"45,882","$11,343,390","$9,012,793"
36247,80'S,,2,$59,$47
,OTHER,,"30,426","$8,138,227","$6,468,655"
,TOTAL,,"30,428","$8,138,286","$6,468,702"
36248,OTHER,,"7,168","$407,667","$324,383"
,TOTAL,,"7,168","$407,667","$324,383"
36260,80'S,,1,$55,$44
,OTHER,,481,"$221,504","$176,305"
,TOTAL,,482,"$221,559","$176,349"
36261,80'S,,1,$49,$39
,OTHER,,27,"$6,893","$5,514"
,TOTAL,,28,"$6,942","$5,553"
36262,SG,,8,"$2,312","$1,849"
,OTHER,,290,"$60,627","$47,479"
,TOTAL,,298,"$62,939","$49,329"
36299,OTHER,,462,"$209,560","$165,876"
,TOTAL,,462,"$209,560","$165,876"
36400,OTHER,,485,"$5,383","$3,958"
,TOTAL,,485,"$5,383","$3,958"
36405,OTHER,,49,"$1,071",$812
,TOTAL,,49,"$1,071",$812
36406,OTHER,,"1,884","$28,694","$22,242"
,TOTAL,,"1,884","$28,694","$22,242"
36410,OTHER,,"246,996","$4,295,291","$3,196,194"
,TOTAL,,"246,996","$4,295,291","$3,196,194"
36420,OTHER,,7,$323,$258
,TOTAL,,7,$323,$258
36425,OTHER,,"10,260","$294,822","$226,693"
,TOTAL,,"10,260","$294,822","$226,693"
36430,OTHER,,"28,461","$1,065,661","$832,891"
,TOTAL,,"28,461","$1,065,661","$832,891"
36440,OTHER,,20,$974,$746
,TOTAL,,20,$974,$746
36450,OTHER,,3,$261,$209
,TOTAL,,3,$261,$209
36455,OTHER,,124,"$19,605","$15,413"
,TOTAL,,124,"$19,605","$15,413"
36460,OTHER,,3,$352,$281
,TOTAL,,3,$352,$281
36468,OTHER,,6,$537,$430
,TOTAL,,6,$537,$430
36470,OTHER,,"1,938","$170,053","$128,485"
,TOTAL,,"1,938","$170,053","$128,485"
36471,OTHER,,"23,933","$2,781,402","$2,128,669"
,TOTAL,,"23,933","$2,781,402","$2,128,669"
36481,OTHER,,"2,700","$876,318","$694,847"
,TOTAL,,"2,700","$876,318","$694,847"
36488,OTHER,,"1,705","$127,874","$101,418"
,TOTAL,,"1,705","$127,874","$101,418"
36489,SG,,263,"$76,492","$60,955"
,80'S,,111,"$1,436","$1,149"
,OTHER,,"744,970","$53,303,436","$42,229,510"
,TOTAL,,"745,344","$53,381,364","$42,291,614"
36490,OTHER,,89,"$8,742","$6,780"
,TOTAL,,89,"$8,742","$6,780"
36491,SG,,78,"$22,746","$18,001"
,80'S,,5,$84,$67
,OTHER,,"22,315","$1,803,230","$1,422,145"
,TOTAL,,"22,398","$1,826,059","$1,440,214"
36493,OTHER,,"8,643","$527,148","$417,444"
,TOTAL,,"8,643","$527,148","$417,444"
36500,OTHER,,"2,278","$242,173","$192,174"
,TOTAL,,"2,278","$242,173","$192,174"
36510,OTHER,,10,$308,$245
,TOTAL,,10,$308,$245
36520,OTHER,,"13,808","$1,585,880","$1,253,734"
,TOTAL,,"13,808","$1,585,880","$1,253,734"
36521,OTHER,,77,"$7,071","$5,654"
,TOTAL,,77,"$7,071","$5,654"
36522,OTHER,,"2,093","$263,026","$206,510"
,TOTAL,,"2,093","$263,026","$206,510"
36530,SG,,39,"$12,637","$10,110"
,OTHER,,631,"$207,188","$165,112"
,TOTAL,,670,"$219,824","$175,222"
36531,OTHER,,51,"$12,764","$10,053"
,TOTAL,,51,"$12,764","$10,053"
36532,SG,,34,"$10,471","$8,377"
,OTHER,,887,"$158,365","$124,887"
,TOTAL,,921,"$168,836","$133,264"
36533,SG,,"2,453","$1,148,431","$913,853"
,80'S,,113,"$5,105","$4,080"
,OTHER,,"201,677","$66,378,401","$52,669,308"
,TOTAL,,"204,243","$67,531,938","$53,587,240"
36534,SG,,41,"$17,366","$13,649"
,80'S,,3,$100,$80
,OTHER,,"14,611","$2,646,547","$2,096,439"
,TOTAL,,"14,655","$2,664,013","$2,110,168"
36535,SG,,"1,373","$377,596","$298,830"
,80'S,,82,"$2,119","$1,696"
,OTHER,,"89,358","$12,877,670","$10,092,204"
,TOTAL,,"90,813","$13,257,386","$10,392,729"
36550,OTHER,,"5,752","$119,980","$94,691"
,TOTAL,,"5,752","$119,980","$94,691"
36600,OTHER,,"97,442","$2,236,156","$1,736,282"
,TOTAL,,"97,442","$2,236,156","$1,736,282"
36620,OTHER,,"637,233","$35,669,864","$28,368,985"
,TOTAL,,"637,233","$35,669,864","$28,368,985"
36625,OTHER,,"4,857","$424,462","$337,497"
,TOTAL,,"4,857","$424,462","$337,497"
36640,SG,,9,"$2,822","$2,152"
,OTHER,,396,"$47,055","$37,243"
,TOTAL,,405,"$49,876","$39,395"
36660,OTHER,,4,$272,$218
,TOTAL,,4,$272,$218
36680,OTHER,,604,"$32,549","$25,552"
,TOTAL,,604,"$32,549","$25,552"
36800,SG,,26,"$11,695","$9,356"
,80'S,,31,$879,$704
,OTHER,,"44,249","$7,120,205","$5,647,400"
,TOTAL,,"44,306","$7,132,780","$5,657,460"
36810,SG,,7,"$3,429","$2,743"
,80'S,,3,$144,$115
,OTHER,,869,"$224,253","$178,227"
,TOTAL,,879,"$227,826","$181,085"
36815,SG,,4,"$1,912","$1,530"
,OTHER,,595,"$108,018","$84,690"
,TOTAL,,599,"$109,930","$86,220"
36819,80'S,,145,"$18,896","$15,016"
,OTHER,,"2,908","$2,243,410","$1,780,552"
,TOTAL,,"3,053","$2,262,306","$1,795,568"
36821,SG,,220,"$104,230","$83,060"
,80'S,,757,"$69,201","$55,154"
,OTHER,,"21,038","$11,730,224","$9,272,707"
,TOTAL,,"22,015","$11,903,655","$9,410,922"
36822,80'S,,1,$94,$75
,OTHER,,284,"$111,389","$88,277"
,TOTAL,,285,"$111,483","$88,352"
36823,OTHER,,56,"$51,091","$40,873"
,TOTAL,,56,"$51,091","$40,873"
36825,SG,,64,"$36,485","$29,108"
,80'S,,364,"$41,801","$33,217"
,OTHER,,"8,533","$5,734,713","$4,543,372"
,TOTAL,,"8,961","$5,813,000","$4,605,697"
36830,SG,,147,"$85,230","$67,898"
,80'S,,"2,506","$315,907","$249,898"
,OTHER,,"50,547","$37,984,569","$30,114,138"
,TOTAL,,"53,200","$38,385,706","$30,431,934"
36831,80'S,,494,"$30,446","$24,234"
,OTHER,,"29,355","$10,674,797","$8,451,803"
,TOTAL,,"29,849","$10,705,243","$8,476,038"
36832,SG,,128,"$73,644","$57,940"
,80'S,,534,"$56,083","$44,516"
,OTHER,,"16,971","$10,315,794","$8,171,183"
,TOTAL,,"17,633","$10,445,521","$8,273,639"
36833,SG,,19,"$11,043","$8,835"
,80'S,,821,"$79,287","$62,419"
,OTHER,,"21,851","$12,902,818","$10,225,474"
,TOTAL,,"22,691","$12,993,148","$10,296,728"
36834,80'S,,55,"$5,219","$4,128"
,OTHER,,"1,164","$651,567","$517,697"
,TOTAL,,"1,219","$656,786","$521,825"
36835,SG,,1,$618,$494
,80'S,,2,$75,$60
,OTHER,,140,"$49,601","$38,839"
,TOTAL,,143,"$50,293","$39,394"
36860,SG,,34,"$13,413","$10,731"
,OTHER,,"3,572","$443,092","$348,994"
,TOTAL,,"3,606","$456,505","$359,725"
36861,SG,,5,"$2,274","$1,819"
,OTHER,,"7,083","$837,377","$661,942"
,TOTAL,,"7,088","$839,651","$663,762"
37140,80'S,,2,$494,$396
,OTHER,,435,"$586,125","$461,365"
,TOTAL,,437,"$586,620","$461,761"
37145,OTHER,,2,"$2,130","$1,704"
,TOTAL,,2,"$2,130","$1,704"
37160,80'S,,6,"$1,212",$970
,OTHER,,24,"$24,270","$18,060"
,TOTAL,,30,"$25,482","$19,030"
37180,80'S,,1,$235,$188
,OTHER,,11,"$15,147","$12,117"
,TOTAL,,12,"$15,382","$12,305"
37181,80'S,,4,"$1,075",$860
,OTHER,,32,"$47,975","$38,380"
,TOTAL,,36,"$49,050","$39,240"
37195,OTHER,,29,"$8,113","$6,490"
,TOTAL,,29,"$8,113","$6,490"
37200,OTHER,,"1,439","$295,881","$234,119"
,TOTAL,,"1,439","$295,881","$234,119"
37201,80'S,,3,$114,$91
,OTHER,,"22,232","$5,948,567","$4,718,722"
,TOTAL,,"22,235","$5,948,681","$4,718,814"
37202,80'S,,2,$56,$44
,OTHER,,"8,170","$1,883,402","$1,491,126"
,TOTAL,,"8,172","$1,883,457","$1,491,170"
37203,OTHER,,"3,950","$1,096,424","$871,319"
,TOTAL,,"3,950","$1,096,424","$871,319"
37204,OTHER,,"9,874","$9,921,133","$7,892,220"
,TOTAL,,"9,874","$9,921,133","$7,892,220"
37205,80'S,,73,"$4,636","$3,709"
,OTHER,,"45,163","$17,081,123","$13,588,429"
,TOTAL,,"45,236","$17,085,759","$13,592,138"
37206,80'S,,26,"$1,001",$801
,OTHER,,"9,852","$2,294,487","$1,826,293"
,TOTAL,,"9,878","$2,295,488","$1,827,094"
37207,80'S,,272,"$13,900","$10,952"
,OTHER,,"2,620","$871,122","$692,325"
,TOTAL,,"2,892","$885,022","$703,277"
37208,80'S,,80,"$3,195","$2,556"
,OTHER,,653,"$152,284","$121,270"
,TOTAL,,733,"$155,479","$123,826"
37209,OTHER,,"2,099","$187,611","$149,022"
,TOTAL,,"2,099","$187,611","$149,022"
37250,80'S,,1,$20,$16
,OTHER,,"2,177","$258,295","$205,640"
,TOTAL,,"2,178","$258,315","$205,655"
37251,80'S,,1,$15,$12
,OTHER,,963,"$88,233","$70,111"
,TOTAL,,964,"$88,248","$70,123"
37565,80'S,,3,$98,$79
,OTHER,,85,"$18,809","$15,024"
,TOTAL,,88,"$18,908","$15,103"
37600,80'S,,18,$749,$599
,OTHER,,98,"$21,861","$17,267"
,TOTAL,,116,"$22,610","$17,867"
37605,80'S,,22,$905,$724
,OTHER,,108,"$30,438","$24,174"
,TOTAL,,130,"$31,343","$24,898"
37606,80'S,,3,$155,$124
,OTHER,,19,"$6,666","$5,187"
,TOTAL,,22,"$6,821","$5,312"
37607,80'S,,6,$348,$278
,OTHER,,"6,008","$1,865,627","$1,475,007"
,TOTAL,,"6,014","$1,865,974","$1,475,285"
37609,SG,,"1,520","$621,467","$495,469"
,OTHER,,"24,880","$4,494,330","$3,558,867"
,TOTAL,,"26,400","$5,115,798","$4,054,336"
37615,80'S,,9,$486,$352
,OTHER,,89,"$27,646","$21,557"
,TOTAL,,98,"$28,132","$21,909"
37616,80'S,,12,"$1,528","$1,222"
,OTHER,,96,"$61,479","$48,911"
,TOTAL,,108,"$63,006","$50,133"
37617,80'S,,97,"$11,141","$8,913"
,OTHER,,438,"$314,462","$250,440"
,TOTAL,,535,"$325,603","$259,354"
37618,80'S,,92,"$3,356","$2,682"
,OTHER,,"1,015","$274,170","$217,651"
,TOTAL,,"1,107","$277,526","$220,333"
37620,80'S,,16,"$1,896","$1,517"
,OTHER,,"33,639","$22,711,418","$18,103,172"
,TOTAL,,"33,655","$22,713,314","$18,104,689"
37650,80'S,,2,$82,$66
,OTHER,,111,"$29,828","$23,689"
,TOTAL,,113,"$29,910","$23,754"
37660,80'S,,14,$938,$750
,OTHER,,51,"$23,994","$19,063"
,TOTAL,,65,"$24,931","$19,814"
37700,SG,,72,"$25,415","$20,332"
,80'S,,6,$241,$193
,OTHER,,"1,460","$345,984","$272,554"
,TOTAL,,"1,538","$371,640","$293,078"
37720,SG,,223,"$105,759","$84,176"
,80'S,,27,"$1,764","$1,412"
,OTHER,,"3,150","$1,182,192","$933,029"
,TOTAL,,"3,400","$1,289,716","$1,018,616"
37730,SG,,56,"$24,974","$19,878"
,80'S,,12,"$1,021",$817
,OTHER,,"1,307","$628,387","$495,910"
,TOTAL,,"1,375","$654,382","$516,605"
37735,SG,,22,"$11,431","$8,985"
,80'S,,23,"$2,583","$2,040"
,OTHER,,442,"$293,309","$232,680"
,TOTAL,,487,"$307,323","$243,705"
37760,SG,,168,"$75,428","$60,056"
,80'S,,76,"$8,093","$6,423"
,OTHER,,"1,547","$914,121","$721,179"
,TOTAL,,"1,791","$997,642","$787,658"
37780,SG,,11,"$5,344","$4,128"
,80'S,,2,$60,$48
,OTHER,,168,"$34,996","$27,744"
,TOTAL,,181,"$40,401","$31,920"
37785,SG,,157,"$72,469","$57,699"
,80'S,,8,$267,$214
