HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,OTHER,,"1,555","$483,908.99 ","$378,605.25 "
,TOTAL,,"1,567","$488,839.85 ","$382,549.92 "
40816,SG,,12,"$6,505.19 ","$5,096.16 "
,OTHER,,805,"$234,697.32 ","$185,037.28 "
,TOTAL,,817,"$241,202.51 ","$190,133.44 "
40818,OTHER,,270,"$43,319.76 ","$34,233.74 "
,TOTAL,,270,"$43,319.76 ","$34,233.74 "
40819,SG,,2,$486.71 ,$389.37 
,OTHER,,134,"$29,366.06 ","$22,868.32 "
,TOTAL,,136,"$29,852.77 ","$23,257.69 "
40820,SG,,8,"$1,208.71 ",$966.98 
,OTHER,,"1,181","$228,411.60 ","$177,426.56 "
,TOTAL,,"1,189","$229,620.31 ","$178,393.54 "
40830,SG,,1,$49.51 ,$39.61 
,OTHER,,349,"$48,251.54 ","$37,672.05 "
,TOTAL,,350,"$48,301.05 ","$37,711.66 "
40831,OTHER,,172,"$28,507.91 ","$22,458.61 "
,TOTAL,,172,"$28,507.91 ","$22,458.61 "
4084F,OTHER,,1,$0.01 ,$0.01 
,TOTAL,,1,$0.01 ,$0.01 
40840,80'S,,1,$50.89 ,$40.71 
,OTHER,,50,"$23,630.75 ","$18,878.61 "
,TOTAL,,51,"$23,681.64 ","$18,919.32 "
40842,OTHER,,23,"$9,044.72 ","$7,127.79 "
,TOTAL,,23,"$9,044.72 ","$7,127.79 "
40843,OTHER,,2,"$1,140.45 ",$912.36 
,TOTAL,,2,"$1,140.45 ",$912.36 
40844,OTHER,,5,"$4,139.20 ","$3,311.36 "
,TOTAL,,5,"$4,139.20 ","$3,311.36 "
40845,SG,,1,$956.86 ,$765.49 
,80'S,,3,$321.59 ,$257.27 
,OTHER,,103,"$78,617.99 ","$62,889.18 "
,TOTAL,,107,"$79,896.44 ","$63,911.94 "
40899,OTHER,,60,"$7,794.37 ","$6,235.51 "
,TOTAL,,60,"$7,794.37 ","$6,235.51 "
4090F,OTHER,,13,$0.13 ,$0.13 
,TOTAL,,13,$0.13 ,$0.13 
4095F,OTHER,,7,$0.07 ,$0.05 
,TOTAL,,7,$0.07 ,$0.05 
4100F,OTHER,,10,$0.10 ,$0.10 
,TOTAL,,10,$0.10 ,$0.10 
41000,OTHER,,174,"$19,167.90 ","$14,280.46 "
,TOTAL,,174,"$19,167.90 ","$14,280.46 "
41005,SG,,1,$124.31 ,$99.45 
,OTHER,,52,"$6,917.46 ","$5,476.19 "
,TOTAL,,53,"$7,041.77 ","$5,575.64 "
41006,SG,,1,$232.23 ,$185.78 
,OTHER,,60,"$13,193.84 ","$10,081.23 "
,TOTAL,,61,"$13,426.07 ","$10,267.01 "
41007,OTHER,,36,"$7,331.66 ","$5,596.32 "
,TOTAL,,36,"$7,331.66 ","$5,596.32 "
41008,OTHER,,123,"$29,309.23 ","$22,526.03 "
,TOTAL,,123,"$29,309.23 ","$22,526.03 "
41009,OTHER,,159,"$44,106.70 ","$34,201.13 "
,TOTAL,,159,"$44,106.70 ","$34,201.13 "
41010,OTHER,,38,"$4,461.03 ","$3,460.80 "
,TOTAL,,38,"$4,461.03 ","$3,460.80 "
41015,OTHER,,45,"$10,608.51 ","$8,316.38 "
,TOTAL,,45,"$10,608.51 ","$8,316.38 "
41016,OTHER,,65,"$15,989.53 ","$12,755.29 "
,TOTAL,,65,"$15,989.53 ","$12,755.29 "
41017,80'S,,1,$39.22 ,$31.38 
,OTHER,,171,"$49,180.72 ","$38,804.61 "
,TOTAL,,172,"$49,219.94 ","$38,835.99 "
41018,SG,,1,$340.30 ,$272.24 
,OTHER,,77,"$24,257.08 ","$19,280.14 "
,TOTAL,,78,"$24,597.38 ","$19,552.38 "
41019,OTHER,,32,"$13,251.53 ","$10,601.19 "
,TOTAL,,32,"$13,251.53 ","$10,601.19 "
41100,SG,,16,"$1,043.88 ",$796.44 
,OTHER,,"6,758","$892,937.31 ","$679,790.73 "
,TOTAL,,"6,774","$893,981.19 ","$680,587.17 "
41105,SG,,19,"$1,327.95 ",$990.60 
,OTHER,,"1,986","$219,795.72 ","$169,368.16 "
,TOTAL,,"2,005","$221,123.67 ","$170,358.76 "
41108,SG,,6,$301.84 ,$241.47 
,OTHER,,"1,999","$212,145.77 ","$161,526.44 "
,TOTAL,,"2,005","$212,447.61 ","$161,767.91 "
41110,SG,,13,"$1,381.02 ","$1,035.48 "
,OTHER,,"1,614","$240,746.58 ","$185,591.44 "
,TOTAL,,"1,627","$242,127.60 ","$186,626.92 "
41112,SG,,81,"$37,795.68 ","$29,859.85 "
,OTHER,,"4,445","$1,169,487.89 ","$911,316.65 "
,TOTAL,,"4,526","$1,207,283.57 ","$941,176.50 "
41113,SG,,17,"$7,285.80 ","$5,720.63 "
,OTHER,,"1,065","$297,562.77 ","$234,535.84 "
,TOTAL,,"1,082","$304,848.57 ","$240,256.47 "
41114,SG,,8,"$4,480.13 ","$3,368.09 "
,80'S,,1,$42.52 ,$34.02 
,OTHER,,209,"$111,236.05 ","$87,588.78 "
,TOTAL,,218,"$115,758.70 ","$90,990.89 "
41115,OTHER,,54,"$8,707.82 ","$6,889.01 "
,TOTAL,,54,"$8,707.82 ","$6,889.01 "
41116,SG,,22,"$7,459.23 ","$5,967.38 "
,80'S,,2,$124.68 ,$99.74 
,OTHER,,"1,382","$279,148.07 ","$217,465.33 "
,TOTAL,,"1,406","$286,731.98 ","$223,532.45 "
41120,SG,,21,"$16,465.93 ","$13,172.74 "
,80'S,,50,"$6,147.31 ","$4,917.84 "
,OTHER,,"1,594","$1,355,595.83 ","$1,073,642.10 "
,TOTAL,,"1,665","$1,378,209.07 ","$1,091,732.68 "
41130,80'S,,28,"$3,654.71 ","$2,923.76 "
,OTHER,,305,"$285,874.77 ","$228,426.03 "
,TOTAL,,333,"$289,529.48 ","$231,349.79 "
41135,80'S,,41,"$11,813.71 ","$9,439.38 "
,OTHER,,293,"$522,873.63 ","$411,259.51 "
,TOTAL,,334,"$534,687.34 ","$420,698.89 "
41140,80'S,,2,$618.42 ,$494.74 
,OTHER,,22,"$37,531.29 ","$30,025.02 "
,TOTAL,,24,"$38,149.71 ","$30,519.76 "
41145,80'S,,2,$807.28 ,$645.82 
,OTHER,,40,"$94,455.26 ","$75,564.20 "
,TOTAL,,42,"$95,262.54 ","$76,210.02 "
41150,80'S,,22,"$6,722.90 ","$5,378.33 "
,OTHER,,302,"$549,583.62 ","$435,198.08 "
,TOTAL,,324,"$556,306.52 ","$440,576.41 "
41153,80'S,,21,"$7,055.01 ","$5,536.02 "
,OTHER,,133,"$262,659.86 ","$210,127.92 "
,TOTAL,,154,"$269,714.87 ","$215,663.94 "
41155,80'S,,33,"$13,068.41 ","$10,137.82 "
,OTHER,,427,"$1,078,635.27 ","$855,388.83 "
,TOTAL,,460,"$1,091,703.68 ","$865,526.65 "
41250,SG,,1,$60.75 ,$48.60 
,OTHER,,546,"$69,126.80 ","$53,006.12 "
,TOTAL,,547,"$69,187.55 ","$53,054.72 "
41251,OTHER,,20,"$2,739.26 ","$2,191.41 "
,TOTAL,,20,"$2,739.26 ","$2,191.41 "
41252,80'S,,1,$14.60 ,$11.68 
,OTHER,,179,"$28,438.49 ","$22,186.18 "
,TOTAL,,180,"$28,453.09 ","$22,197.86 "
41500,OTHER,,9,"$2,282.62 ","$1,826.10 "
,TOTAL,,9,"$2,282.62 ","$1,826.10 "
41510,OTHER,,6,"$1,521.85 ","$1,042.48 "
,TOTAL,,6,"$1,521.85 ","$1,042.48 "
41520,OTHER,,76,"$22,525.62 ","$17,780.85 "
,TOTAL,,76,"$22,525.62 ","$17,780.85 "
41599,OTHER,,74,"$23,596.96 ","$18,823.74 "
,TOTAL,,74,"$23,596.96 ","$18,823.74 "
4165F,OTHER,,165,$1.65 ,$1.65 
,TOTAL,,165,$1.65 ,$1.65 
4171F,OTHER,,24,$0.24 ,$0.24 
,TOTAL,,24,$0.24 ,$0.24 
4172F,OTHER,,9,$0.09 ,$0.09 
,TOTAL,,9,$0.09 ,$0.09 
4177F,OTHER,,23,$0.23 ,$0.23 
,TOTAL,,23,$0.23 ,$0.23 
4179F,OTHER,,31,$0.31 ,$0.31 
,TOTAL,,31,$0.31 ,$0.31 
4180F,OTHER,,5,$0.05 ,$0.05 
,TOTAL,,5,$0.05 ,$0.05 
41800,OTHER,,445,"$52,263.08 ","$39,358.26 "
,TOTAL,,445,"$52,263.08 ","$39,358.26 "
41805,OTHER,,62,"$9,768.93 ","$7,703.90 "
,TOTAL,,62,"$9,768.93 ","$7,703.90 "
41806,OTHER,,86,"$18,647.34 ","$14,621.96 "
,TOTAL,,86,"$18,647.34 ","$14,621.96 "
41820,OTHER,,6,$820.76 ,$656.62 
,TOTAL,,6,$820.76 ,$656.62 
41821,OTHER,,1,$77.27 ,$61.82 
,TOTAL,,1,$77.27 ,$61.82 
41822,OTHER,,19,"$3,246.94 ","$2,592.88 "
,TOTAL,,19,"$3,246.94 ","$2,592.88 "
41823,OTHER,,30,"$7,419.88 ","$5,789.70 "
,TOTAL,,30,"$7,419.88 ","$5,789.70 "
41825,SG,,4,$473.58 ,$378.87 
,OTHER,,701,"$103,904.35 ","$78,760.71 "
,TOTAL,,705,"$104,377.93 ","$79,139.58 "
41826,SG,,6,$741.43 ,$485.13 
,OTHER,,705,"$145,998.41 ","$112,845.73 "
,TOTAL,,711,"$146,739.84 ","$113,330.86 "
41827,SG,,1,$549.54 ,$439.63 
,OTHER,,246,"$72,180.65 ","$56,907.76 "
,TOTAL,,247,"$72,730.19 ","$57,347.39 "
41828,OTHER,,33,"$7,084.31 ","$5,604.06 "
,TOTAL,,33,"$7,084.31 ","$5,604.06 "
41830,OTHER,,75,"$19,302.36 ","$15,333.49 "
,TOTAL,,75,"$19,302.36 ","$15,333.49 "
4185F,OTHER,,3,$0.03 ,$0.02 
,TOTAL,,3,$0.03 ,$0.02 
41850,OTHER,,20,"$3,635.95 ","$2,908.76 "
,TOTAL,,20,"$3,635.95 ","$2,908.76 "
4187F,OTHER,,13,$0.13 ,$0.11 
,TOTAL,,13,$0.13 ,$0.11 
41870,OTHER,,1,$450.00 ,$360.00 
,TOTAL,,1,$450.00 ,$360.00 
41872,OTHER,,5,"$1,059.52 ",$847.62 
,TOTAL,,5,"$1,059.52 ",$847.62 
41874,SG,,9,"$1,149.98 ",$919.98 
,OTHER,,705,"$113,989.07 ","$89,554.92 "
,TOTAL,,714,"$115,139.05 ","$90,474.90 "
41899,OTHER,,"1,731","$112,603.02 ","$89,823.45 "
,TOTAL,,"1,731","$112,603.02 ","$89,823.45 "
4200F,OTHER,,163,$1.63 ,$1.63 
,TOTAL,,163,$1.63 ,$1.63 
42000,OTHER,,73,"$7,724.05 ","$5,779.47 "
,TOTAL,,73,"$7,724.05 ","$5,779.47 "
4201F,OTHER,,49,$0.49 ,$0.49 
,TOTAL,,49,$0.49 ,$0.49 
42100,SG,,7,$415.07 ,$332.07 
,OTHER,,"3,022","$352,079.99 ","$267,101.66 "
,TOTAL,,"3,029","$352,495.06 ","$267,433.73 "
42104,SG,,25,"$2,395.33 ","$1,916.26 "
,OTHER,,"1,616","$236,981.64 ","$182,397.54 "
,TOTAL,,"1,641","$239,376.97 ","$184,313.80 "
42106,SG,,12,"$1,625.58 ","$1,300.46 "
,OTHER,,"1,110","$220,248.41 ","$170,603.87 "
,TOTAL,,"1,122","$221,873.99 ","$171,904.33 "
42107,SG,,9,"$4,781.28 ","$3,784.61 "
,OTHER,,177,"$61,723.50 ","$48,845.87 "
,TOTAL,,186,"$66,504.78 ","$52,630.48 "
42120,SG,,11,"$9,585.18 ","$7,668.15 "
,80'S,,23,"$2,492.83 ","$1,994.26 "
,OTHER,,505,"$363,441.22 ","$288,609.83 "
,TOTAL,,539,"$375,519.23 ","$298,272.24 "
42140,SG,,19,"$5,317.20 ","$4,253.75 "
,OTHER,,603,"$79,973.59 ","$61,883.98 "
,TOTAL,,622,"$85,290.79 ","$66,137.73 "
42145,SG,,49,"$35,265.52 ","$27,768.48 "
,OTHER,,"2,161","$1,251,105.54 ","$981,267.35 "
,TOTAL,,"2,210","$1,286,371.06 ","$1,009,035.83 "
42160,SG,,12,"$1,289.58 ","$1,031.65 "
,OTHER,,179,"$29,309.67 ","$23,015.74 "
,TOTAL,,191,"$30,599.25 ","$24,047.39 "
42180,OTHER,,23,"$3,421.95 ","$2,559.56 "
,TOTAL,,23,"$3,421.95 ","$2,559.56 "
42182,80'S,,2,$54.10 ,$43.28 
,OTHER,,26,"$4,824.42 ","$3,859.52 "
,TOTAL,,28,"$4,878.52 ","$3,902.80 "
42200,80'S,,1,$60.61 ,$48.49 
,OTHER,,19,"$12,422.34 ","$9,937.88 "
,TOTAL,,20,"$12,482.95 ","$9,986.37 "
42205,SG,,1,$429.77 ,$343.82 
,OTHER,,2,"$1,160.68 ",$928.54 
,TOTAL,,3,"$1,590.45 ","$1,272.36 "
42210,OTHER,,7,"$6,278.05 ","$5,022.44 "
,TOTAL,,7,"$6,278.05 ","$5,022.44 "
42215,OTHER,,9,"$4,861.84 ","$3,673.48 "
,TOTAL,,9,"$4,861.84 ","$3,673.48 "
42220,OTHER,,1,$294.59 ,$235.67 
,TOTAL,,1,$294.59 ,$235.67 
42225,OTHER,,12,"$11,071.17 ","$8,856.94 "
,TOTAL,,12,"$11,071.17 ","$8,856.94 "
42226,OTHER,,10,"$8,859.76 ","$7,087.81 "
,TOTAL,,10,"$8,859.76 ","$7,087.81 "
42227,80'S,,1,$136.76 ,$109.41 
,OTHER,,2,"$1,548.24 ","$1,238.59 "
,TOTAL,,3,"$1,685.00 ","$1,348.00 "
42235,80'S,,1,$117.05 ,$93.64 
,OTHER,,16,"$9,382.79 ","$7,398.24 "
,TOTAL,,17,"$9,499.84 ","$7,491.88 "
42260,SG,,1,$785.48 ,$628.38 
,OTHER,,11,"$4,650.02 ","$3,612.02 "
,TOTAL,,12,"$5,435.50 ","$4,240.40 "
42280,OTHER,,81,"$10,265.40 ","$7,918.47 "
,TOTAL,,81,"$10,265.40 ","$7,918.47 "
42281,OTHER,,60,"$4,790.71 ","$3,832.54 "
,TOTAL,,60,"$4,790.71 ","$3,832.54 "
42299,OTHER,,91,"$18,325.48 ","$14,636.30 "
,TOTAL,,91,"$18,325.48 ","$14,636.30 "
42300,SG,,3,$839.33 ,$671.46 
,OTHER,,206,"$34,295.92 ","$26,524.90 "
,TOTAL,,209,"$35,135.25 ","$27,196.36 "
42305,SG,,1,$566.15 ,$344.92 
,OTHER,,168,"$62,071.55 ","$49,262.55 "
,TOTAL,,169,"$62,637.70 ","$49,607.47 "
42310,SG,,2,$287.48 ,$229.98 
,OTHER,,103,"$12,293.06 ","$9,378.56 "
,TOTAL,,105,"$12,580.54 ","$9,608.54 "
42320,80'S,,1,$12.96 ,$10.37 
,OTHER,,62,"$9,387.20 ","$7,224.65 "
,TOTAL,,63,"$9,400.16 ","$7,235.02 "
42330,SG,,10,"$1,167.29 ",$933.82 
,OTHER,,"1,096","$203,879.11 ","$158,115.09 "
,TOTAL,,"1,106","$205,046.40 ","$159,048.91 "
42335,SG,,8,"$1,472.24 ","$1,069.80 "
,OTHER,,459,"$122,620.65 ","$95,288.70 "
,TOTAL,,467,"$124,092.89 ","$96,358.50 "
42340,OTHER,,90,"$30,203.52 ","$24,071.03 "
,TOTAL,,90,"$30,203.52 ","$24,071.03 "
42400,OTHER,,"1,981","$156,034.06 ","$121,055.49 "
,TOTAL,,"1,981","$156,034.06 ","$121,055.49 "
42405,SG,,18,"$8,309.93 ","$6,194.99 "
,OTHER,,745,"$170,387.98 ","$132,331.05 "
,TOTAL,,763,"$178,697.91 ","$138,526.04 "
42408,SG,,6,"$3,037.72 ","$2,074.09 "
,80'S,,1,$27.09 ,$21.67 
,OTHER,,105,"$33,266.12 ","$26,342.28 "
,TOTAL,,112,"$36,330.93 ","$28,438.04 "
42409,SG,,2,"$1,090.61 ",$872.49 
,80'S,,2,$67.32 ,$53.85 
,OTHER,,79,"$19,766.16 ","$15,384.21 "
,TOTAL,,83,"$20,924.09 ","$16,310.55 "
42410,SG,,26,"$20,152.33 ","$16,058.47 "
,80'S,,92,"$7,832.49 ","$6,118.44 "
,OTHER,,991,"$521,662.06 ","$411,657.97 "
,TOTAL,,"1,109","$549,646.88 ","$433,834.88 "
42415,SG,,54,"$62,137.39 ","$48,133.26 "
,80'S,,901,"$141,971.77 ","$112,303.06 "
,OTHER,,"4,762","$4,429,021.01 ","$3,500,588.05 "
,TOTAL,,"5,717","$4,633,130.17 ","$3,661,024.37 "
42420,SG,,28,"$31,172.60 ","$22,727.46 "
,80'S,,351,"$61,679.27 ","$49,018.74 "
,OTHER,,"1,751","$1,814,264.62 ","$1,440,757.59 "
,TOTAL,,"2,130","$1,907,116.49 ","$1,512,503.79 "
42425,80'S,,26,"$2,670.73 ","$2,136.58 "
,OTHER,,209,"$112,735.37 ","$89,685.91 "
,TOTAL,,235,"$115,406.10 ","$91,822.49 "
42426,80'S,,48,"$9,563.69 ","$7,650.96 "
,OTHER,,402,"$475,748.83 ","$379,300.40 "
,TOTAL,,450,"$485,312.52 ","$386,951.36 "
42440,SG,,69,"$52,988.92 ","$41,521.80 "
,80'S,,224,"$13,835.04 ","$10,720.30 "
,OTHER,,"2,351","$979,641.33 ","$769,771.51 "
,TOTAL,,"2,644","$1,046,465.29 ","$822,013.61 "
42450,SG,,10,"$5,346.95 ","$4,277.55 "
,80'S,,2,$50.89 ,$40.72 
,OTHER,,136,"$39,208.89 ","$30,464.02 "
,TOTAL,,148,"$44,606.73 ","$34,782.29 "
42500,SG,,4,"$1,930.44 ","$1,544.35 "
,OTHER,,176,"$53,203.26 ","$41,685.95 "
,TOTAL,,180,"$55,133.70 ","$43,230.30 "
42505,SG,,3,"$2,197.51 ","$1,758.01 "
,OTHER,,105,"$40,014.49 ","$30,995.75 "
,TOTAL,,108,"$42,212.00 ","$32,753.76 "
42507,80'S,,1,$69.56 ,$55.65 
,OTHER,,17,"$6,777.93 ","$5,236.73 "
,TOTAL,,18,"$6,847.49 ","$5,292.38 "
42508,80'S,,1,$90.68 ,$72.54 
,OTHER,,5,"$3,475.49 ","$2,780.39 "
,TOTAL,,6,"$3,566.17 ","$2,852.93 "
42509,OTHER,,2,"$1,558.82 ","$1,247.05 "
,TOTAL,,2,"$1,558.82 ","$1,247.05 "
42510,OTHER,,5,"$3,157.03 ","$2,521.81 "
,TOTAL,,5,"$3,157.03 ","$2,521.81 "
42550,OTHER,,369,"$24,552.24 ","$18,487.41 "
,TOTAL,,369,"$24,552.24 ","$18,487.41 "
42600,OTHER,,18,"$4,960.33 ","$3,968.27 "
,TOTAL,,18,"$4,960.33 ","$3,968.27 "
42650,SG,,2,$47.51 ,$38.00 
,OTHER,,"1,012","$66,545.50 ","$50,131.67 "
,TOTAL,,"1,014","$66,593.01 ","$50,169.67 "
42660,SG,,2,$78.85 ,$63.08 
,OTHER,,140,"$10,961.35 ","$8,414.43 "
,TOTAL,,142,"$11,040.20 ","$8,477.51 "
42665,OTHER,,15,"$1,954.04 ","$1,563.25 "
,TOTAL,,15,"$1,954.04 ","$1,563.25 "
42699,OTHER,,402,"$52,915.47 ","$42,040.54 "
,TOTAL,,402,"$52,915.47 ","$42,040.54 "
42700,OTHER,,877,"$120,458.01 ","$91,800.46 "
,TOTAL,,877,"$120,458.01 ","$91,800.46 "
42720,OTHER,,177,"$61,157.89 ","$47,831.33 "
,TOTAL,,177,"$61,157.89 ","$47,831.33 "
42725,80'S,,5,$523.75 ,$419.00 
,OTHER,,108,"$70,817.34 ","$55,244.94 "
,TOTAL,,113,"$71,341.09 ","$55,663.94 "
42800,SG,,9,$560.77 ,$448.61 
,OTHER,,"2,797","$327,760.22 ","$252,788.40 "
,TOTAL,,"2,806","$328,320.99 ","$253,237.01 "
42802,SG,,6,"$2,088.76 ","$1,617.22 "
,OTHER,,269,"$29,158.06 ","$22,964.51 "
,TOTAL,,275,"$31,246.82 ","$24,581.73 "
42804,SG,,25,"$7,951.49 ","$6,361.18 "
,OTHER,,910,"$110,208.97 ","$86,292.23 "
,TOTAL,,935,"$118,160.46 ","$92,653.41 "
42806,SG,,9,"$5,117.17 ","$3,985.74 "
,OTHER,,470,"$53,919.20 ","$42,958.73 "
,TOTAL,,479,"$59,036.37 ","$46,944.47 "
42808,SG,,27,"$12,134.70 ","$9,597.84 "
,OTHER,,830,"$141,833.97 ","$111,300.28 "
,TOTAL,,857,"$153,968.67 ","$120,898.12 "
42809,SG,,1,$25.76 ,$20.61 
,OTHER,,469,"$59,862.54 ","$45,860.30 "
,TOTAL,,470,"$59,888.30 ","$45,880.91 "
42810,SG,,2,$901.09 ,$720.88 
,80'S,,1,$39.01 ,$31.21 
,OTHER,,96,"$25,745.20 ","$20,270.31 "
,TOTAL,,99,"$26,685.30 ","$21,022.40 "
42815,SG,,4,"$4,013.07 ","$3,210.46 "
,80'S,,26,"$2,039.61 ","$1,570.61 "
,OTHER,,208,"$104,293.73 ","$82,246.17 "
,TOTAL,,238,"$110,346.41 ","$87,027.24 "
42820,OTHER,,26,"$6,707.86 ","$5,056.13 "
,TOTAL,,26,"$6,707.86 ","$5,056.13 "
42821,SG,,18,"$12,386.62 ","$9,909.29 "
,OTHER,,464,"$143,869.84 ","$111,846.36 "
,TOTAL,,482,"$156,256.46 ","$121,755.65 "
42825,SG,,1,$741.51 ,$593.21 
,OTHER,,3,$725.60 ,$580.47 
,TOTAL,,4,"$1,467.11 ","$1,173.68 "
42826,SG,,141,"$95,090.52 ","$74,766.55 "
,OTHER,,"3,154","$834,324.78 ","$648,033.39 "
,TOTAL,,"3,295","$929,415.30 ","$722,799.94 "
42830,OTHER,,11,"$2,470.82 ","$1,976.68 "
,TOTAL,,11,"$2,470.82 ","$1,976.68 "
42831,SG,,15,"$9,003.13 ","$7,202.50 "
,OTHER,,354,"$74,521.88 ","$57,536.11 "
,TOTAL,,369,"$83,525.01 ","$64,738.61 "
42835,OTHER,,1,$159.38 ,$127.50 
,TOTAL,,1,$159.38 ,$127.50 
42836,OTHER,,30,"$5,934.68 ","$4,654.18 "
,TOTAL,,30,"$5,934.68 ","$4,654.18 "
42842,80'S,,5,$467.11 ,$373.70 
,OTHER,,302,"$203,099.91 ","$161,133.91 "
,TOTAL,,307,"$203,567.02 ","$161,507.61 "
42844,80'S,,6,"$1,143.60 ",$914.89 
,OTHER,,73,"$78,335.36 ","$60,852.14 "
,TOTAL,,79,"$79,478.96 ","$61,767.03 "
42845,80'S,,5,"$1,572.61 ","$1,258.09 "
,OTHER,,60,"$101,424.65 ","$77,995.50 "
,TOTAL,,65,"$102,997.26 ","$79,253.59 "
42860,SG,,4,"$2,431.94 ","$1,945.55 "
,OTHER,,76,"$17,486.63 ","$13,955.88 "
,TOTAL,,80,"$19,918.57 ","$15,901.43 "
42870,SG,,4,"$1,759.07 ","$1,172.59 "
,OTHER,,162,"$71,439.63 ","$55,895.74 "
,TOTAL,,166,"$73,198.70 ","$57,068.33 "
42890,SG,,1,"$1,215.90 ",$972.72 
,80'S,,16,"$2,067.07 ","$1,653.64 "
,OTHER,,308,"$294,791.09 ","$233,913.56 "
,TOTAL,,325,"$298,074.06 ","$236,539.92 "
42892,80'S,,5,"$1,048.52 ",$838.81 
,OTHER,,121,"$154,973.65 ","$122,429.81 "
,TOTAL,,126,"$156,022.17 ","$123,268.62 "
42894,80'S,,7,"$1,925.01 ","$1,540.00 "
,OTHER,,123,"$202,496.62 ","$161,553.66 "
,TOTAL,,130,"$204,421.63 ","$163,093.66 "
42900,80'S,,1,$48.58 ,$38.86 
,OTHER,,46,"$12,023.77 ","$9,480.67 "
,TOTAL,,47,"$12,072.35 ","$9,519.53 "
42950,80'S,,24,"$1,533.71 ","$1,226.97 "
,OTHER,,302,"$143,358.68 ","$113,745.17 "
,TOTAL,,326,"$144,892.39 ","$114,972.14 "
42953,80'S,,12,"$1,087.43 ",$814.52 
,OTHER,,199,"$121,069.62 ","$95,543.02 "
,TOTAL,,211,"$122,157.05 ","$96,357.54 "
42955,80'S,,1,$56.36 ,$45.09 
,OTHER,,31,"$15,286.69 ","$11,708.19 "
,TOTAL,,32,"$15,343.05 ","$11,753.28 "
42960,SG,,2,$94.52 ,$75.62 
,OTHER,,194,"$27,629.89 ","$21,747.07 "
,TOTAL,,196,"$27,724.41 ","$21,822.69 "
42961,80'S,,2,$90.43 ,$72.35 
,OTHER,,75,"$27,264.94 ","$21,811.93 "
,TOTAL,,77,"$27,355.37 ","$21,884.28 "
42962,SG,,1,$810.27 ,$648.22 
,OTHER,,148,"$62,512.67 ","$49,780.75 "
,TOTAL,,149,"$63,322.94 ","$50,428.97 "
42970,OTHER,,309,"$110,221.79 ","$86,802.95 "
,TOTAL,,309,"$110,221.79 ","$86,802.95 "
42971,OTHER,,26,"$10,142.77 ","$8,114.21 "
,TOTAL,,26,"$10,142.77 ","$8,114.21 "
42972,OTHER,,21,"$9,004.76 ","$7,183.97 "
,TOTAL,,21,"$9,004.76 ","$7,183.97 "
42999,OTHER,,73,"$33,204.85 ","$26,394.10 "
,TOTAL,,73,"$33,204.85 ","$26,394.10 "
43020,80'S,,3,$207.73 ,$166.19 
,OTHER,,20,"$8,685.21 ","$6,948.19 "
,TOTAL,,23,"$8,892.94 ","$7,114.38 "
43030,SG,,2,"$1,436.70 ","$1,149.36 "
,80'S,,124,"$7,787.85 ","$6,171.22 "
,OTHER,,871,"$329,347.12 ","$261,592.92 "
,TOTAL,,997,"$338,571.67 ","$268,913.50 "
43045,80'S,,2,$407.21 ,$325.77 
,OTHER,,11,"$10,367.76 ","$8,294.22 "
,TOTAL,,13,"$10,774.97 ","$8,619.99 "
43100,80'S,,7,$474.51 ,$379.61 
,OTHER,,43,"$16,228.82 ","$12,983.09 "
,TOTAL,,50,"$16,703.33 ","$13,362.70 "
43101,80'S,,12,"$1,298.04 ","$1,038.43 "
,OTHER,,61,"$39,536.73 ","$31,094.11 "
,TOTAL,,73,"$40,834.77 ","$32,132.54 "
43107,80'S,,158,"$57,473.27 ","$45,514.61 "
,OTHER,,793,"$1,602,297.84 ","$1,269,796.18 "
,TOTAL,,951,"$1,659,771.11 ","$1,315,310.79 "
43108,80'S,,4,"$1,811.40 ","$1,449.11 "
,OTHER,,11,"$35,806.43 ","$28,605.86 "
,TOTAL,,15,"$37,617.83 ","$30,054.97 "
43112,80'S,,47,"$18,614.36 ","$14,813.56 "
,OTHER,,328,"$727,623.92 ","$575,621.66 "
,TOTAL,,375,"$746,238.28 ","$590,435.22 "
43113,OTHER,,10,"$30,363.87 ","$24,291.08 "
,TOTAL,,10,"$30,363.87 ","$24,291.08 "
43116,80'S,,4,"$2,858.94 ","$2,287.15 "
,OTHER,,14,"$51,950.64 ","$40,791.99 "
,TOTAL,,18,"$54,809.58 ","$43,079.14 "
43117,80'S,,199,"$70,121.59 ","$55,838.55 "
,OTHER,,"1,116","$2,099,907.01 ","$1,663,965.09 "
,TOTAL,,"1,315","$2,170,028.60 ","$1,719,803.64 "
43118,80'S,,1,$533.88 ,$427.10 
,OTHER,,11,"$28,619.67 ","$22,895.74 "
,TOTAL,,12,"$29,153.55 ","$23,322.84 "
43121,80'S,,12,"$4,565.17 ","$3,652.15 "
,OTHER,,52,"$117,622.09 ","$92,259.75 "
,TOTAL,,64,"$122,187.26 ","$95,911.90 "
43122,80'S,,82,"$30,710.28 ","$24,344.36 "
,OTHER,,291,"$620,750.43 ","$492,511.08 "
,TOTAL,,373,"$651,460.71 ","$516,855.44 "
43123,80'S,,6,"$3,366.29 ","$2,693.03 "
,OTHER,,19,"$68,976.01 ","$55,180.82 "
,TOTAL,,25,"$72,342.30 ","$57,873.85 "
